file,line,bucket,phrase,qualified_noun,context,proposed_replacement
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,269,LIST,material,recommendations automatically; **create urgency,: convert monitoring into surveillance; expand data collection without authority; execute material recommendations automatically; **create urgency to justify action**; **conceal inconvenie,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,273,LIST,material,frames; challenge agent assumptions;,Authorised humans **should**: define mission-relevant sensing priorities; review material frames; challenge agent assumptions; decide where authority is reserved; **prevent cognit,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,273,JUDGEMENT,material,action; review significant outcomes;,is reserved; **prevent cognitive overload**; maintain escalation responsiveness; approve material action; review significant outcomes; ensure learning becomes governed improvement.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,275,LIST,material,warnings without rationale; demand,Human authorities **must not**: ignore material warnings without rationale; demand certainty where evidence cannot provide it; **use the,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,279,JUDGEMENT,material,entry: loop identifier; signal;,Each material entry: loop identifier; signal; source; date; classification; status; constitutional rele,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,320,LIST,material,decisions to the proper,> Submit material decisions to the proper authority.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,329,LIST,material,action because a risk,mptions guiding strategy; **recurring lessons failing to become doctrine**; agents taking material action because a risk appears obvious; **continuous cognition becoming continuous authori,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,347,LIST,material,change is detected early;,Succeeds when: material change is detected early; signals are validated before influencing consequential decision,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-8-risk-safety-resilience-and-recovery-v0.1.md,46,JUDGEMENT,material,risk must have an,"Every material risk must have an accountable owner, responsible for: understanding the risk; validating","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-8-risk-safety-resilience-and-recovery-v0.1.md,62,THRESHOLD,material,risk should identify: acceptable,Every material risk should identify: acceptable range; warning threshold; escalation threshold; **stop t,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-8-risk-safety-resilience-and-recovery-v0.1.md,150,LIST,material,dependencies upon: individuals; agents;,Identify material dependencies upon: individuals; agents; accounts; systems; vendors; datasets; credentials,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-8-risk-safety-resilience-and-recovery-v0.1.md,168,LIST,Material,agent systems should have:,Material agent systems should have: defined identity; **authority fingerprint**; approved tools; b,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-8-risk-safety-resilience-and-recovery-v0.1.md,186,LIST,materially,disrupts operations; threatens constitutional,"; creates credible immediate risk; breaches policy, authority, privacy, security, or law; materially disrupts operations; threatens constitutional integrity; requires coordinated response; *",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-8-risk-safety-resilience-and-recovery-v0.1.md,188,JUDGEMENT,material,"harm but did not,","**A near miss** is an event that could reasonably have caused material harm but did not, due to **chance, timely intervention, or a control functioning correctl","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-8-risk-safety-resilience-and-recovery-v0.1.md,228,JUDGEMENT,material,harm; **exaggerate certainty**; speculate,**Must not:** minimise material harm; **exaggerate certainty**; speculate irresponsibly; conceal responsibility; blame in,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-8-risk-safety-resilience-and-recovery-v0.1.md,345,LIST,Material,Change** — new technology;,**After Material Change** — new technology; new agent capability; new market; legal change; major supplier,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,24,THRESHOLD,material,risks are visible; participation,"the nature of the relationship; the value offered is genuine; the costs, limitations, and material risks are visible; participation is meaningfully voluntary where possible; the stakeholde",delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,88,THRESHOLD,material,"terms.** Essential costs, risks,","**Must not be used to hide material terms.** Essential costs, risks, commitments, and consequences must remain visible before",delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,98,LIST,materially,changes.**,erstandable; attributable; capable of withdrawal where applicable; **renewed when purpose materially changes.**,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,100,JUDGEMENT,material,information is hidden; **urgency,e:** refusal carries concealed punishment; alternatives are unrealistically inaccessible; material information is hidden; **urgency is artificially created**; consent is bundled across unr,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,116,THRESHOLD,material,", increase: explanation; time;","Where vulnerability is material, increase: explanation; time; support; review; safeguards; human involvement; remedy acce",delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,160,LIST,Material,dependencies must be transparent.**,**Material dependencies must be transparent.**,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,182,JUDGEMENT,material,undisclosed interest in the,**A recommendation must not be represented as independent where Nexus has a material undisclosed interest in the outcome.**,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,188,JUDGEMENT,material,uncertainty; avoid unsupported claims;,Distinguish fact from opinion; disclose material uncertainty; avoid unsupported claims; **avoid misleading omission**; correct significant,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,212,LIST,material,stakeholder impact.**,"**Restrictions must not be used to conceal misconduct, poor evidence, or material stakeholder impact.**",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,222,LIST,Material,use of AI should,Material use of AI should be disclosed where it affects: recommendations; decisions; stakeholder c,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,222,THRESHOLD,material,outcomes.**,sions; stakeholder communication; personalisation; assessment; pricing; access; rights; **material outcomes.**,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,226,LIST,materially,affects the stakeholder.**,re must not be reduced to a broad term hidden in general conditions where the involvement materially affects the stakeholder.**,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,236,LIST,material,effects; allow correction; **avoid,Must: serve a legitimate stakeholder purpose; use proportionate information; disclose material effects; allow correction; **avoid sensitive inference without authority**; remain review,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,270,LIST,materially,different circumstances. Different treatment,**Identical treatment may be unfair where stakeholders begin from materially different circumstances. Different treatment may also be unfair where it relies upon irre,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,274,LIST,material,systems for: unequal access;,Review material systems for: unequal access; **unequal error rates**; biased data; indirect discriminatio,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,340,JUDGEMENT,material,terms; complaint themes; **exit,capability transfer; dependency created or reduced; fairness of pricing; understanding of material terms; complaint themes; **exit difficulty**; stakeholder trust; **outcomes for under-res,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,358,JUDGEMENT,material,complaints; identify accessibility barriers;,**Continuous** — capture feedback; monitor material complaints; identify accessibility barriers; detect misleading communication; monitor tru,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,359,LIST,material,communication changes.,mplaint themes; unresolved remedies; stakeholder-value indicators; accessibility defects; material communication changes.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,366,LIST,material,limitations; distinguish advice from,**: identify the stakeholder's objective; **adapt communication appropriately**; disclose material limitations; distinguish advice from instruction; preserve privacy; respect refusal; avoi,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,366,JUDGEMENT,material,harm or unfairness; preserve,avoid manipulation; identify vulnerability where relevant without stereotyping; escalate material harm or unfairness; preserve complaint pathways; record material commitments; **avoid cre,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,366,THRESHOLD,material,commitments; **avoid creating dependency,t stereotyping; escalate material harm or unfairness; preserve complaint pathways; record material commitments; **avoid creating dependency where knowledge transfer is possible.**,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,384,THRESHOLD,material,risks; (7) commitments made;,; (3) intended value; (4) accessibility requirements; (5) consent or other authority; (6) material risks; (7) commitments made; (8) dependency concerns; (9) complaint or dispute status; (1,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,394,THRESHOLD,material,"choices, costs, risks, and","> Make material choices, costs, risks, and limitations visible.",delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,405,LIST,materially,shapes outcomes; identical treatment,and promises detached from operational conduct**; automation presented as neutral when it materially shapes outcomes; identical treatment producing unfair outcomes; **stakeholder feedback co,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,425,JUDGEMENT,material,; complaints influence correction,aptivity**; trust is supported by evidence and conduct; AI involvement is disclosed where material; complaints influence correction and organisational learning; remedies are practical and,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,445,JUDGEMENT,material,"AI involvement, identifying **that","**§9.34** requires disclosure of material AI involvement, identifying **that AI was involved · the nature of involvement · whether","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-9-stakeholder-accessibility-trust-and-ethical-value-v0.1.md,477,JUDGEMENT,material,and not hypothetical:** a,"- **§9.16 vulnerability is material and not hypothetical:** a person whose property has just been damaged is, by §9.6, under","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CONSTITUTIONAL-FOUNDATION-v0.1.md,59,LIST,material,decision must trace back,Every material decision must trace back to this document. A decision that cannot be traced here has no,delete the word; name the set (reuse fence.json where it already exists)
CONSTITUTIONAL-OPERATIONS-v0.1.md,20,LIST,material,"action is aligned, evidence-based,","**Ensure every material action is aligned, evidence-based, traceable, and reviewable.**",delete the word; name the set (reuse fence.json where it already exists)
CONSTITUTIONAL-OPERATIONS-v0.1.md,232,LIST,material,elements — (1) **`constitutional,"estoration of dropped content**, not an evolution of the text. **Impact:** restores three material elements — (1) **`constitutional assessment`** as a distinct step in the decision flow, t",delete the word; name the set (reuse fence.json where it already exists)
EPIC-000-nexus-engineering-constitution.md,75,LIST,material,technical decisions must remain,"20. **All material technical decisions must remain explainable, reviewable, reversible, and attributable.**",delete the word; name the set (reuse fence.json where it already exists)
EPIC-000-nexus-engineering-constitution.md,81,JUDGEMENT,Material,,## 3. Definition of Engineering-Grade Material,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
EPIC-000-nexus-engineering-constitution.md,89,JUDGEMENT,material,unsuitable.,terion. Nexus will instead identify the observable engineering deficiencies that make the material unsuitable.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
EPIC-000-nexus-engineering-constitution.md,129,JUDGEMENT,material,external or internal capability,Every material external or internal capability will move through the following governed states.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
EPIC-000-nexus-engineering-constitution.md,215,LIST,material,"adoption, adaptation, rejection, strategic","**Board** — retains final decision authority for material adoption, adaptation, rejection, strategic dependency, and production execution.",delete the word; name the set (reuse fence.json where it already exists)
